Item;Código;Denominación;Grupo;Clase;Resolución;Estado
193;11226782;REFRIGERADORA ELECTRICA INDUSTRIAL;11 AIRE ACONDICIONADO Y REFRIGERACION;22 EQUIPO;0158-97/SBN;ACTIVO
194;11226881;SISTEMA DE CONTROL PARA JAULAS INDIVIDUALES VENTILADAS - IVC;11 AIRE ACONDICIONADO Y REFRIGERACION;22 EQUIPO;0003-2005/SBN-GO;ACTIVO
195;11226980;SISTEMA ENFRIADOR DE AGUA;11 AIRE ACONDICIONADO Y REFRIGERACION;22 EQUIPO;0090-1999/SBN;ACTIVO
196;11226981;SISTEMA DE ENFRIAMIENTO;11 AIRE ACONDICIONADO Y REFRIGERACION;22 EQUIPO;PENDIENTE;ACTIVO
197;11227178;TERMA;11 AIRE ACONDICIONADO Y REFRIGERACION;22 EQUIPO;0158-97/SBN;ACTIVO
198;11227310;TUNEL DE CONGELAMIENTO (OTROS);11 AIRE ACONDICIONADO Y REFRIGERACION;22 EQUIPO;0089-2001/SBN;ACTIVO
199;11227442;TUNEL DE CONGELAMIENTO RAPIDO INDIVIDUAL - TUNEL IQF;11 AIRE ACONDICIONADO Y REFRIGERACION;22 EQUIPO;0089-2001/SBN;ACTIVO
200;11227508;ULTRACONGELADORA;11 AIRE ACONDICIONADO Y REFRIGERACION;22 EQUIPO;0002-2012/SBN-DNR;ACTIVO
201;11227541;UNIDAD REFRIGERADORA PARA BAÃO TERMOSTATICO;11 AIRE ACONDICIONADO Y REFRIGERACION;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
202;11227574;VENTILADOR ELECTRICO INDUSTRIAL;11 AIRE ACONDICIONADO Y REFRIGERACION;22 EQUIPO;0158-97/SBN;ACTIVO
203;11227970;VENTILADOR ELECTRICO PARA MESA O DE PIE;11 AIRE ACONDICIONADO Y REFRIGERACION;22 EQUIPO;0158-97/SBN;ACTIVO
204;11228366;VENTILADOR ELECTRICO PARA PARED;11 AIRE ACONDICIONADO Y REFRIGERACION;22 EQUIPO;0158-97/SBN;ACTIVO
205;11228762;VENTILADOR ELECTRICO PARA TECHO;11 AIRE ACONDICIONADO Y REFRIGERACION;22 EQUIPO;0158-97/SBN;ACTIVO
206;11229158;VENTILADOR ELECTRICO TIPO COLUMNA O TORRE;11 AIRE ACONDICIONADO Y REFRIGERACION;22 EQUIPO;0040-98/SBN;ACTIVO
207;11229224;VINOTECA TERMOELECTRICA;11 AIRE ACONDICIONADO Y REFRIGERACION;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
208;11229290;VITRINA EXHIBIDORA REFRIGERADA - VISICOOLER;11 AIRE ACONDICIONADO Y REFRIGERACION;22 EQUIPO;0089-2001/SBN;ACTIVO
209;11229422;VITRINA EXHIBIDORA REFRIGERADA TIPO ABIERTO;11 AIRE ACONDICIONADO Y REFRIGERACION;22 EQUIPO;0089-2001/SBN;ACTIVO
210;11229554;VITRINA FRIGORIFICA;11 AIRE ACONDICIONADO Y REFRIGERACION;22 EQUIPO;0158-97/SBN;ACTIVO
211;11229950;VITRINA CONSERVADORA DE ALIMENTOS;11 AIRE ACONDICIONADO Y REFRIGERACION;22 EQUIPO;0158-97/SBN;ACTIVO
212;18780025;BUBALOS;18 ANIMALES;78 PRODUCCION Y SEGURIDAD;0130-2000/SBN;ACTIVO
213;18780050;CAMELIDOS;18 ANIMALES;78 PRODUCCION Y SEGURIDAD;0158-97/SBN;ACTIVO
214;18782030;GANADO CAPRINO;18 ANIMALES;78 PRODUCCION Y SEGURIDAD;0158-97/SBN;ACTIVO
215;18784010;GANADO EQUINO;18 ANIMALES;78 PRODUCCION Y SEGURIDAD;0158-97/SBN;ACTIVO
216;18785990;GANADO OVINO;18 ANIMALES;78 PRODUCCION Y SEGURIDAD;0158-97/SBN;ACTIVO
217;18786980;GANADO PORCINO;18 ANIMALES;78 PRODUCCION Y SEGURIDAD;0158-97/SBN;ACTIVO
218;18787970;GANADO VACUNO;18 ANIMALES;78 PRODUCCION Y SEGURIDAD;0158-97/SBN;ACTIVO
219;18789950;PERROS;18 ANIMALES;78 PRODUCCION Y SEGURIDAD;0158-97/SBN;ACTIVO
220;25220001;LAVAMANOS PORTATIL;25 ASEO Y LIMPIEZA;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
221;25220050;ASPIRADORA ELECTRICA;25 ASEO Y LIMPIEZA;22 EQUIPO;0158-97/SBN;ACTIVO
222;25220403;CALANDRIA;25 ASEO Y LIMPIEZA;22 EQUIPO;0040-98/SBN;ACTIVO
223;25220425;CALENTADOR DE CERA DEPILATORIA;25 ASEO Y LIMPIEZA;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
224;25220447;CENTRO INTEGRAL DE BELLEZA PORTATIL;25 ASEO Y LIMPIEZA;22 EQUIPO;0022-2011/SBN-DGPE;ACTIVO
225;25220491;CEPILLO MOLDEADOR ALISADOR PARA CABELLO;25 ASEO Y LIMPIEZA;22 EQUIPO;0025-2009/SBN-GO;ACTIVO
226;25220580;CORTADOR ELECTRICO DE PELO ANIMAL;25 ASEO Y LIMPIEZA;22 EQUIPO;0003-2005/SBN-GO;ACTIVO
227;25220757;DUCHA ELECTRICA;25 ASEO Y LIMPIEZA;22 EQUIPO;0130-2000/SBN;EXCLUIDO
228;25221022;DEPILADORA ELECTRICA;25 ASEO Y LIMPIEZA;22 EQUIPO;0025-2009/SBN-GO;ACTIVO
229;25221464;EQUIPO CLORADOR;25 ASEO Y LIMPIEZA;22 EQUIPO;0158-97/SBN;ACTIVO
230;25221817;HIDROLAVADORA;25 ASEO Y LIMPIEZA;22 EQUIPO;0013-2003/SBN-GO;ACTIVO
231;25221905;LAVA BOTAS;25 ASEO Y LIMPIEZA;22 EQUIPO;0001-2016/SBN-DNR;ACTIVO
232;25221994;LAVADORA DE ALFOMBRA;25 ASEO Y LIMPIEZA;22 EQUIPO;0025-2009/SBN-GO;ACTIVO
233;25222171;LAVADORA ELECTRICA DOMESTICA;25 ASEO Y LIMPIEZA;22 EQUIPO;0158-97/SBN;ACTIVO
234;25222879;LAVADORA ELECTRICA INDUSTRIAL;25 ASEO Y LIMPIEZA;22 EQUIPO;0158-97/SBN;ACTIVO
235;25223055;LAVADORA SECADORA AUTOMATICA;25 ASEO Y LIMPIEZA;22 EQUIPO;0089-2001/SBN;ACTIVO
236;25223143;LIMPIAFONDO AUTOMATICO DE PISCINA;25 ASEO Y LIMPIEZA;22 EQUIPO;0006-2006/SBN-GO;ACTIVO
237;25223232;LUSTRADORA ASPIRADORA;25 ASEO Y LIMPIEZA;22 EQUIPO;0090-1999/SBN;ACTIVO
238;25223586;LUSTRADORA ELECTRICA DOMESTICA;25 ASEO Y LIMPIEZA;22 EQUIPO;0158-97/SBN;ACTIVO
239;25224293;LUSTRADORA ELECTRICA INDUSTRIAL;25 ASEO Y LIMPIEZA;22 EQUIPO;0158-97/SBN;ACTIVO
240;25225000;MAQUINA ELECTRICA PARA AFEITAR;25 ASEO Y LIMPIEZA;22 EQUIPO;0158-97/SBN;ACTIVO
241;25225707;MAQUINA ELECTRICA PARA CORTAR CABELLO;25 ASEO Y LIMPIEZA;22 EQUIPO;0158-97/SBN;ACTIVO
242;25226060;MAQUINA PARA ACEITAR PISTA DE BOLOS;25 ASEO Y LIMPIEZA;22 EQUIPO;0001-2016/SBN-DNR;ACTIVO
243;25226414;MAQUINA PLANCHADORA INDUSTRIAL;25 ASEO Y LIMPIEZA;22 EQUIPO;0158-97/SBN;ACTIVO
244;25226590;MESA DE PLANCHADO UNIVERSAL;25 ASEO Y LIMPIEZA;22 EQUIPO;0022-2011/SBN-DGPE;ACTIVO
245;25226767;MODELADOR MULTIFUNCIONAL PARA CABELLO/PLANCHA PARA CABELLO;25 ASEO Y LIMPIEZA;22 EQUIPO;0025-2009/SBN-GO;ACTIVO
246;25227121;PLANCHA ELECTRICA;25 ASEO Y LIMPIEZA;22 EQUIPO;0158-97/SBN;ACTIVO
247;25227829;RIZADOR ELECTRICO PARA CABELLO;25 ASEO Y LIMPIEZA;22 EQUIPO;0158-97/SBN;ACTIVO
248;25228064;SANITARIO PORTATIL;25 ASEO Y LIMPIEZA;22 EQUIPO;0090-1999/SBN;ACTIVO
249;25228122;SAUNA FACIAL;25 ASEO Y LIMPIEZA;22 EQUIPO;0025-2009/SBN-GO;ACTIVO
250;25228181;SECADOR ALISADOR PARA CABELLO;25 ASEO Y LIMPIEZA;22 EQUIPO;0025-2009/SBN-GO;ACTIVO
251;25228299;SECADORA DE CABELLO (MAYOR A 1/4 UIT);25 ASEO Y LIMPIEZA;22 EQUIPO;0090-1999/SBN;ACTIVO
252;25228536;SECADORA DE MANOS;25 ASEO Y LIMPIEZA;22 EQUIPO;0158-97/SBN;ACTIVO
253;25229243;SECADORA ELECTRICA PARA ROPA;25 ASEO Y LIMPIEZA;22 EQUIPO;0158-97/SBN;ACTIVO
254;25229596;SECADORA INDUSTRIAL PARA ROPA;25 ASEO Y LIMPIEZA;22 EQUIPO;0090-1999/SBN;ACTIVO
255;25229950;SILLON DE METAL PARA PELUQUERIA;25 ASEO Y LIMPIEZA;22 EQUIPO;0158-97/SBN;ACTIVO
256;25229966;VAPORIZADOR AEREO/DE PARED PARA CABELLO;25 ASEO Y LIMPIEZA;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
257;25229974;VAPORIZADOR FACIAL;25 ASEO Y LIMPIEZA;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
258;25229982;VAPORIZADOR PEDESTAL/DE PIE PARA CABELLO;25 ASEO Y LIMPIEZA;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
259;25640001;SILLON DE METAL PARA PELUQUERIA;25 ASEO Y LIMPIEZA;64 MOBILIARIO;011-2019/SBN;ACTIVO
260;25641429;CAMILLA PARA MAQUILLAJE;25 ASEO Y LIMPIEZA;64 MOBILIARIO;0004-2010/SBN-GO;ACTIVO
261;25642143;CARRO DE METAL AYUDANTE PARA PELUQUERIA;25 ASEO Y LIMPIEZA;64 MOBILIARIO;0004-2010/SBN-GO;ACTIVO
262;25642857;MESITA PARA MANICURA;25 ASEO Y LIMPIEZA;64 MOBILIARIO;0004-2010/SBN-GO;ACTIVO
263;25644285;SILLA ERGONOMICA PARA MASAJES;25 ASEO Y LIMPIEZA;64 MOBILIARIO;0004-2010/SBN-GO;ACTIVO
264;25645713;SILLON MASAJEADOR PARA PEDICURA;25 ASEO Y LIMPIEZA;64 MOBILIARIO;0004-2010/SBN-GO;ACTIVO
265;25647141;SILLON PARA LAVAR CABELLO;25 ASEO Y LIMPIEZA;64 MOBILIARIO;0004-2010/SBN-GO;ACTIVO
266;25648569;SILLON PARA MAQUILLAJE;25 ASEO Y LIMPIEZA;64 MOBILIARIO;0004-2010/SBN-GO;ACTIVO
267;25649284;SILLON PARA PEDICURA;25 ASEO Y LIMPIEZA;64 MOBILIARIO;0004-2010/SBN-GO;ACTIVO
268;32220001;VAPORIZADOR DE ALIMENTOS;32 COCINA Y COMEDOR;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
269;32220002;LICUADORA MANUAL;32 COCINA Y COMEDOR;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
270;32220003;DESHIDRATADOR DE ALIMENTOS;32 COCINA Y COMEDOR;22 EQUIPO;011-2019/SBN;ACTIVO
271;32220013;ABRELATA INDUSTRIAL;32 COCINA Y COMEDOR;22 EQUIPO;0090-1999/SBN;ACTIVO
272;32220025;AUTOCLAVE;32 COCINA Y COMEDOR;22 EQUIPO;0040-98/SBN;ACTIVO
273;32220050;BATIDORA ELECTRICA;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
274;32220404;BATIDORA MECANICA;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
275;32220580;BOLEADORA DE MASA;32 COCINA Y COMEDOR;22 EQUIPO;0130-2000/SBN;ACTIVO
276;32220590;CALENTADOR DE INMERSION;32 COCINA Y COMEDOR;22 EQUIPO;011-2019/SBN;ACTIVO
277;32220668;CAFETERA (MAYOR A 1/4 UIT);32 COCINA Y COMEDOR;22 EQUIPO;0009-2008/SBN-GO;ACTIVO
278;32220757;CAFETERA ELECTRICA;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
279;32221111;CALENTADOR A GAS;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
280;32221228;CAMARA DE AHUMADO;32 COCINA Y COMEDOR;22 EQUIPO;0001-2016/SBN-DNR;ACTIVO
281;32221345;CAMARA DE OREADO;32 COCINA Y COMEDOR;22 EQUIPO;0001-2016/SBN-DNR;ACTIVO
282;32221464;CAMPANA EXTRACTORA ELECTRICA;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
283;32221552;CENTRIFUGA DE VERDURAS;32 COCINA Y COMEDOR;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
284;32221641;COCINA (OTRAS);32 COCINA Y COMEDOR;22 EQUIPO;0013-2003/SBN-GO;ACTIVO
285;32221818;COCINA A GAS;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
286;32222171;COCINA A KEROSENE;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
287;32222348;COCINA A PETROLEO;32 COCINA Y COMEDOR;22 EQUIPO;0130-2000/SBN;ACTIVO
288;32222525;COCINA ELECTRICA;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
289;32222702;COCINA PARA HOT DOG;32 COCINA Y COMEDOR;22 EQUIPO;0089-2001/SBN;ACTIVO
290;32222790;CONTENEDOR ISOTERMICO;32 COCINA Y COMEDOR;22 EQUIPO;0013-2003/SBN-GO;ACTIVO
291;32222879;CORTADORA DE ALIMENTOS;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
292;32223055;CORTADORA DE EMBUTIDOS - REBANADORA;32 COCINA Y COMEDOR;22 EQUIPO;0089-2001/SBN;ACTIVO
293;32223232;CORTADORA DE JAMONADA;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
294;32223409;COSERVADOR ELECTRICO PARA HELADOS;32 COCINA Y COMEDOR;22 EQUIPO;0089-2001/SBN;ACTIVO
295;32223586;CUCHILLO ELECTRICO;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
296;32223762;DISPENSADOR DE SALSAS;32 COCINA Y COMEDOR;22 EQUIPO;0001-2016/SBN-DNR;ACTIVO
297;32223939;ESTUFA ELECTRICA;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
298;32224116;EXPRIMIDOR ELECTRICO;32 COCINA Y COMEDOR;22 EQUIPO;0089-2001/SBN;ACTIVO
299;32224293;EXTRACTOR DE JUGOS;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
300;32224646;FREIDORA;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
301;32224823;FUENTE DE CHOCOLATE;32 COCINA Y COMEDOR;22 EQUIPO;0001-2016/SBN-DNR;ACTIVO
302;32225000;HERVIDOR ELECTRICO;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
303;32225354;HORNILLA ELECTRICA;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
304;32225707;HORNO;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
305;32225795;HORNO ELECTRICO;32 COCINA Y COMEDOR;22 EQUIPO;0022-2011/SBN-DGPE;ACTIVO
306;32225884;HORNO ELECTRICO PASTELERO;32 COCINA Y COMEDOR;22 EQUIPO;0089-2001/SBN;ACTIVO
307;32226061;HORNO MICROONDAS;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
308;32226149;HORNO PARA POLLO A LA BRASA;32 COCINA Y COMEDOR;22 EQUIPO;0089-2001/SBN;ACTIVO
309;32226238;LAVADORA DE VAJILLA;32 COCINA Y COMEDOR;22 EQUIPO;0040-98/SBN;ACTIVO
310;32226326;LAVAVASOS MANUAL;32 COCINA Y COMEDOR;22 EQUIPO;0002-2012/SBN-DNR;ACTIVO
311;32226414;LICUADORA ELECTRICA;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
312;32226590;LICUADORA INDUSTRIAL;32 COCINA Y COMEDOR;22 EQUIPO;0040-98/SBN;ACTIVO
313;32226768;LICUO EXTRACTOR;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
314;32227121;MAQUINA AMASADORA - SOBADORA;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
315;32227475;MAQUINA CHUPETERA;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
316;32227651;MAQUINA DIVISORA - CORTADORA DE MASA;32 COCINA Y COMEDOR;22 EQUIPO;0040-98/SBN;ACTIVO
317;32227656;MAQUINA ELECTRICA PARA CORTAR PAN;32 COCINA Y COMEDOR;22 EQUIPO;0089-2001/SBN;ACTIVO
318;32227661;MAQUINA EXPENDEDORA DE BEBIDAS CALIENTES;32 COCINA Y COMEDOR;22 EQUIPO;0089-2001/SBN;ACTIVO
319;32227666;MAQUINA EXPENDEDORA DE BEBIDAS FRIAS;32 COCINA Y COMEDOR;22 EQUIPO;0089-2001/SBN;ACTIVO
320;32227669;MAQUINA EXPENDEDORA DE HELADOS - BARQUILLERA;32 COCINA Y COMEDOR;22 EQUIPO;0089-2001/SBN;ACTIVO
321;32227673;MAQUINA INDUSTRIAL PELADORA DE ALIMENTOS;32 COCINA Y COMEDOR;22 EQUIPO;0090-1999/SBN;ACTIVO
322;32227695;MAQUINA INDUSTRIAL PICADORA DE ALIMENTOS;32 COCINA Y COMEDOR;22 EQUIPO;0090-1999/SBN;ACTIVO
323;32227717;MAQUINA PARA CAFE;32 COCINA Y COMEDOR;22 EQUIPO;0090-1999/SBN;ACTIVO
324;32227724;MAQUINA PARA MOLER Y TRITURAR GRANOS O VERDURAS;32 COCINA Y COMEDOR;22 EQUIPO;0089-2001/SBN;ACTIVO
325;32227731;MAQUINA RALLADORA DE QUESO;32 COCINA Y COMEDOR;22 EQUIPO;0089-2001/SBN;ACTIVO
326;32227739;MARMITA;32 COCINA Y COMEDOR;22 EQUIPO;0040-98/SBN;ACTIVO
327;32227784;MOLINO ELECTRICO PARA CAFE;32 COCINA Y COMEDOR;22 EQUIPO;0089-2001/SBN;ACTIVO
328;32227829;OLLA ARROCERA ELECTRICA;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
329;32227917;OLLA DE PRESION PARA BROASTER;32 COCINA Y COMEDOR;22 EQUIPO;0089-2001/SBN;ACTIVO
330;32228006;PARRILLERA A GAS;32 COCINA Y COMEDOR;22 EQUIPO;0040-98/SBN;ACTIVO
331;32228182;PARRILLERA ELECTRICA;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
332;32228299;PELADORA DE PAPAS INDUSTRIAL;32 COCINA Y COMEDOR;22 EQUIPO;0040-98/SBN;ACTIVO
333;32228416;PICADORA DE PAPAS INDUSTRIAL;32 COCINA Y COMEDOR;22 EQUIPO;0040-98/SBN;ACTIVO
334;32228536;PICADOR ELECTRICO;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
335;32228564;PICATODO DE ALIMENTOS;32 COCINA Y COMEDOR;22 EQUIPO;0089-2001/SBN;ACTIVO
336;32228565;PISTOLA AHUMADORA;32 COCINA Y COMEDOR;22 EQUIPO;PENDIENTE;ACTIVO
337;32228712;PLANCHA FREIDORA;32 COCINA Y COMEDOR;22 EQUIPO;0090-1999/SBN;ACTIVO
338;32228800;PRENSA PAPAS (MAYOR A 1/4 UIT);32 COCINA Y COMEDOR;22 EQUIPO;0004-2002/SBN;ACTIVO
339;32228889;PROCESADOR DE ALIMENTOS;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
340;32228977;QUEQUERA ELECTRICA;32 COCINA Y COMEDOR;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
341;32229065;SANDWICHERA;32 COCINA Y COMEDOR;22 EQUIPO;0040-98/SBN;ACTIVO
342;32229124;SARTEN ELECTRICA;32 COCINA Y COMEDOR;22 EQUIPO;0090-1999/SBN;ACTIVO
343;32229183;SARTEN VOLCABLE;32 COCINA Y COMEDOR;22 EQUIPO;0090-1999/SBN;ACTIVO
344;32229212;TEMPLADOR DE CHOCOLATE;32 COCINA Y COMEDOR;22 EQUIPO;011-2019/SBN;ACTIVO
345;32229213;TERMO ELECTRICO;32 COCINA Y COMEDOR;22 EQUIPO;0004-2002/SBN;ACTIVO
346;32229214;TRITURADOR DE CHOCOLATE;32 COCINA Y COMEDOR;22 EQUIPO;011-2019/SBN;ACTIVO
347;32229228;TERMO HERVIDOR ELECTRICO;32 COCINA Y COMEDOR;22 EQUIPO;0016-2007/SBN-GO;ACTIVO
348;32229235;TERMOSTATO DE INMERSION - RONER;32 COCINA Y COMEDOR;22 EQUIPO;0001-2016/SBN-DNR;ACTIVO
349;32229243;TETERA ELECTRICA;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
350;32229419;TINA QUESERA;32 COCINA Y COMEDOR;22 EQUIPO;0002-2012/SBN-DNR;ACTIVO
351;32229596;TOSTADOR ELECTRICO;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
352;32229684;TOSTADORA INDUSTRIAL;32 COCINA Y COMEDOR;22 EQUIPO;0090-1999/SBN;ACTIVO
353;32229728;TRAMPA ELECTRICA PARA MOSCAS;32 COCINA Y COMEDOR;22 EQUIPO;0130-2000/SBN;ACTIVO
354;32229750;TRITURADOR MIXER SEMI INDUSTRIAL;32 COCINA Y COMEDOR;22 EQUIPO;011-2019/SBN;ACTIVO
355;32229773;URNA PARA LIQUIDOS;32 COCINA Y COMEDOR;22 EQUIPO;0040-98/SBN;ACTIVO
356;32229950;WAFLERA;32 COCINA Y COMEDOR;22 EQUIPO;0158-97/SBN;ACTIVO
357;32640050;ALACENA;32 COCINA Y COMEDOR;64 MOBILIARIO;0158-97/SBN;ACTIVO
358;32640462;ALACENA DE MELAMINA;32 COCINA Y COMEDOR;64 MOBILIARIO;0003-2005/SBN-GO;ACTIVO
359;32640875;APARADOR DE MADERA;32 COCINA Y COMEDOR;64 MOBILIARIO;0158-97/SBN;ACTIVO
360;32641700;AZAFATES Y CHAROLAS DE METAL (MAYOR A 1/4 UIT);32 COCINA Y COMEDOR;64 MOBILIARIO;0158-97/SBN;ACTIVO
361;32642525;BALON PARA GAS PROPANO;32 COCINA Y COMEDOR;64 MOBILIARIO;0022-2011/SBN-DGPE;EXCLUIDO
362;32642937;CAFETERA (MAYOR A 1/8 UIT);32 COCINA Y COMEDOR;64 MOBILIARIO;0009-2008/SBN-GO;EXCLUIDO
363;32643350;CAMPANA EXTRACTORA METALICA;32 COCINA Y COMEDOR;64 MOBILIARIO;0158-97/SBN;ACTIVO
364;32643384;CARRITO ANTICUCHERO;32 COCINA Y COMEDOR;64 MOBILIARIO;0001-2015/SBN-DNR;ACTIVO
365;32643418;CARRITO EMOLIENTERO;32 COCINA Y COMEDOR;64 MOBILIARIO;0001-2015/SBN-DNR;ACTIVO
366;32643435;CARRITO PARA ALGODON DE AZUCAR;32 COCINA Y COMEDOR;64 MOBILIARIO;0001-2015/SBN-DNR;ACTIVO
367;32643453;CARRITO PARA PALOMITAS DE MAIZ â POPCORN;32 COCINA Y COMEDOR;64 MOBILIARIO;0016-2007/SBN-GO;ACTIVO
368;32643487;CARRITO PARA POSTRES;32 COCINA Y COMEDOR;64 MOBILIARIO;0001-2015/SBN-DNR;ACTIVO
369;32643521;CARRITO SALCHIPAPERO/POLLIPAPERO;32 COCINA Y COMEDOR;64 MOBILIARIO;0001-2015/SBN-DNR;ACTIVO
370;32643556;CARRITO SANGUCHERO;32 COCINA Y COMEDOR;64 MOBILIARIO;0016-2007/SBN-GO;ACTIVO
371;32643762;GABINETE PARA CONSERVAR ALIMENTOS;32 COCINA Y COMEDOR;64 MOBILIARIO;0090-1999/SBN;ACTIVO
372;32644175;GABINETE PARA REFRIGERADORA;32 COCINA Y COMEDOR;64 MOBILIARIO;0158-97/SBN;ACTIVO
373;32645000;HIELERA DE METAL (MAYOR A 1/4 UIT);32 COCINA Y COMEDOR;64 MOBILIARIO;0158-97/SBN;ACTIVO
374;32645137;LECHERA (MAYOR A 1/4 UIT);32 COCINA Y COMEDOR;64 MOBILIARIO;0004-2002/SBN;ACTIVO
375;32645275;MESA METALICA PARA CONSERVAR ALIMENTOS CALIENTES;32 COCINA Y COMEDOR;64 MOBILIARIO;0089-2001/SBN;ACTIVO
376;32645550;MESA METALICA PARA CONSERVAR ALIMENTOS FRIOS;32 COCINA Y COMEDOR;64 MOBILIARIO;0089-2001/SBN;ACTIVO
377;32645825;MOSTRADOR DE MADERA PARA COCINA;32 COCINA Y COMEDOR;64 MOBILIARIO;0158-97/SBN;ACTIVO
378;32646237;MOSTRADOR DE MELAMINA PARA COCINA;32 COCINA Y COMEDOR;64 MOBILIARIO;0003-2005/SBN-GO;ACTIVO
379;32646650;MOSTRADOR DE METAL PARA COCINA;32 COCINA Y COMEDOR;64 MOBILIARIO;0158-97/SBN;ACTIVO
380;32646787;MUEBLE METALICO BARRA PARA ENSALADAS - SALAD BAR;32 COCINA Y COMEDOR;64 MOBILIARIO;0089-2001/SBN;ACTIVO
381;32646924;MUEBLE METALICO LINEAL DE AUTOSERVICIO - TAVOLA;32 COCINA Y COMEDOR;64 MOBILIARIO;0089-2001/SBN;ACTIVO
382;32647062;PARRILLERO;32 COCINA Y COMEDOR;64 MOBILIARIO;0090-1999/SBN;ACTIVO
383;32647475;PORONGO TERMICO METALICO;32 COCINA Y COMEDOR;64 MOBILIARIO;0158-97/SBN;ACTIVO
384;32648300;REPOSTERO DE MADERA;32 COCINA Y COMEDOR;64 MOBILIARIO;0158-97/SBN;ACTIVO
385;32648712;REPOSTERO DE MELAMINA;32 COCINA Y COMEDOR;64 MOBILIARIO;0003-2005/SBN-GO;ACTIVO
386;32649125;REPOSTERO DE METAL Y MADERA;32 COCINA Y COMEDOR;64 MOBILIARIO;0158-97/SBN;ACTIVO
387;32649537;REPOSTERO DE METAL Y MELAMINA;32 COCINA Y COMEDOR;64 MOBILIARIO;0003-2005/SBN-GO;ACTIVO
388;32649950;REPOSTERO METALICO;32 COCINA Y COMEDOR;64 MOBILIARIO;0158-97/SBN;ACTIVO
389;32649974;VITRINA CALEFACTORA;32 COCINA Y COMEDOR;64 MOBILIARIO;0089-2001/SBN;ACTIVO
390;39220001;ARMONICA;39 CULTURA Y ARTE;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
391;39220002;BIRIMBAO;39 CULTURA Y ARTE;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
392;39220003;CHARANGO ELECTROACUSTICO;39 CULTURA Y ARTE;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
393;39220004;CHILLADOR;39 CULTURA Y ARTE;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
394;39220005;MAMAQUENA;39 CULTURA Y ARTE;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
395;39220006;MANDOLINA ELECTROACUSTICA;39 CULTURA Y ARTE;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
396;39220007;CHECO;39 CULTURA Y ARTE;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
397;39220008;PINKULLO;39 CULTURA Y ARTE;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
